,step_history,queue_history
271,27200,16
272,27300,18
273,27400,19
274,27500,20
275,27600,16
276,27700,13
277,27800,9
278,27900,12
279,28000,10
280,28100,14
281,28200,16
282,28300,14
283,28400,9
284,28500,5
285,28600,6
286,28700,11
287,28800,12
288,28900,17
289,29000,19
290,29100,15
291,29200,7
292,29300,8
293,29400,8
294,29500,12
295,29600,21
296,29700,22
297,29800,20
298,29900,19
299,30000,15
300,30100,11
301,30200,14
302,30300,20
303,30400,18
304,30500,19
305,30600,16
306,30700,9
307,30800,17
308,30900,10
309,31000,14
310,31100,11
311,31200,18
312,31300,15
313,31400,15
314,31500,11
315,31600,16
316,31700,24
317,31800,21
318,31900,13
319,32000,9
320,32100,10
321,32200,7
322,32300,14
323,32400,16
324,32500,19
325,32600,14
326,32700,16
327,32800,12
328,32900,11
329,33000,21
330,33100,16
331,33200,11
332,33300,12
333,33400,11
334,33500,8
335,33600,10
336,33700,15
337,33800,14
338,33900,9
339,34000,14
340,34100,12
341,34200,17
342,34300,11
343,34400,18
344,34500,17
345,34600,11
346,34700,10
347,34800,18
348,34900,20
349,35000,20
350,35100,23
351,35200,28
352,35300,20
353,35400,20
354,35500,19
355,35600,19
356,35700,23
357,35800,20
358,35900,24
359,36000,18
360,36100,11
361,36200,14
362,36300,18
363,36400,23
364,36500,22
365,36600,15
366,36700,7
367,36800,7
368,36900,8
369,37000,6
370,37100,14
371,37200,15
372,37300,18
373,37400,19
374,37500,15
375,37600,10
376,37700,11
377,37800,15
378,37900,20
379,38000,24
380,38100,11
381,38200,10
382,38300,11
383,38400,12
384,38500,14
385,38600,14
386,38700,13
387,38800,14
388,38900,22
389,39000,22
390,39100,6
391,39200,6
392,39300,11
393,39400,9
394,39500,18
395,39600,23
396,39700,26
397,39800,11
398,39900,11
399,40000,17
