,step_history,queue_history
271,27200,51
272,27300,50
273,27400,46
274,27500,46
275,27600,46
276,27700,47
277,27800,39
278,27900,40
279,28000,40
280,28100,44
281,28200,48
282,28300,43
283,28400,48
284,28500,44
285,28600,39
286,28700,40
287,28800,46
288,28900,33
289,29000,28
290,29100,21
291,29200,26
292,29300,26
293,29400,30
294,29500,26
295,29600,31
296,29700,35
297,29800,34
298,29900,34
299,30000,33
300,30100,35
301,30200,34
302,30300,37
303,30400,41
304,30500,41
305,30600,44
306,30700,43
307,30800,41
308,30900,35
309,31000,38
310,31100,41
311,31200,43
312,31300,32
313,31400,20
314,31500,15
315,31600,21
316,31700,24
317,31800,29
318,31900,26
319,32000,29
320,32100,33
321,32200,28
322,32300,32
323,32400,30
324,32500,33
325,32600,32
326,32700,38
327,32800,40
328,32900,42
329,33000,41
330,33100,39
331,33200,44
332,33300,39
333,33400,36
334,33500,39
335,33600,43
336,33700,35
337,33800,29
338,33900,28
339,34000,36
340,34100,36
341,34200,37
342,34300,31
343,34400,39
344,34500,43
345,34600,47
346,34700,45
347,34800,46
348,34900,43
349,35000,43
350,35100,51
351,35200,50
352,35300,54
353,35400,54
354,35500,49
355,35600,48
356,35700,42
357,35800,41
358,35900,43
359,36000,48
360,36100,39
361,36200,28
362,36300,20
363,36400,25
364,36500,29
365,36600,31
366,36700,27
367,36800,35
368,36900,31
369,37000,36
370,37100,35
371,37200,35
372,37300,34
373,37400,34
374,37500,38
375,37600,42
376,37700,48
377,37800,46
378,37900,43
379,38000,40
380,38100,36
381,38200,38
382,38300,46
383,38400,47
384,38500,40
385,38600,33
386,38700,27
387,38800,31
388,38900,31
389,39000,29
390,39100,29
391,39200,30
392,39300,32
393,39400,33
394,39500,37
395,39600,37
396,39700,37
397,39800,33
398,39900,36
399,40000,41
