,step_history,emissions_history
0,100,20.717413555950632
1,200,62.76016441350161
2,300,107.95510319621101
3,400,122.42245577010799
4,500,135.09970730558211
5,600,177.2216027616934
6,700,178.43249034621962
7,800,196.28527164515063
8,900,217.5391868581482
9,1000,217.3636584783295
10,1100,219.3953002402819
11,1200,252.196353017225
12,1300,279.07989814461405
13,1400,275.37575350936896
14,1500,220.0024737584202
15,1600,249.78780507544533
16,1700,231.07118029356985
17,1800,269.68161455213277
18,1900,275.1422656436719
19,2000,300.7619771689684
20,2100,298.2504082627009
21,2200,286.7707770251263
22,2300,272.3293197841126
23,2400,267.2970013362825
24,2500,390.30246604469727
25,2600,507.8528764387155
26,2700,550.0686820132591
27,2800,464.5246247403891
28,2900,537.531138580537
29,3000,459.34052045987613
30,3100,536.7190725201268
31,3200,414.6341721359408
32,3300,540.9917599819048
33,3400,590.3564346989389
34,3500,570.2597865782564
35,3600,525.9053022500973
36,3700,452.9478482932008
37,3800,443.797861265332
38,3900,366.77869431831334
39,4000,376.5876085437983
40,4100,320.1313913548427
41,4200,317.72252598880226
42,4300,354.7053160011568
43,4400,385.4014861355242
44,4500,412.6043128550132
45,4600,411.18664255564397
46,4700,418.2176574811285
47,4800,323.86759464466786
48,4900,413.1035232578208
49,5000,598.0255979713994
50,5100,574.1525003906706
51,5200,571.4476779344674
52,5300,591.1813318802438
53,5400,510.367398021213
54,5500,452.9701278785518
55,5600,425.8765145065424
56,5700,560.5469779742111
57,5800,539.3665389147081
58,5900,519.706228171989
59,6000,499.33893253497223
60,6100,573.7674815300908
61,6200,472.8589352475547
62,6300,460.2514417222379
63,6400,368.9903753417246
64,6500,311.0848308025983
65,6600,284.29564766924926
66,6700,344.7707572182359
67,6800,403.6962779603484
68,6900,405.560183931311
69,7000,397.05572679037795
70,7100,361.51716716851917
71,7200,330.67618859458236
72,7300,409.6276661254939
73,7400,609.9230287527427
74,7500,540.0813224638273
75,7600,524.2837477579205
76,7700,472.48373204095344
77,7800,468.38642424029865
78,7900,426.1841814568517
79,8000,618.9805692407402
80,8100,616.4167391640657
81,8200,585.1351442992075
82,8300,497.1686811975652
83,8400,495.37624216481044
84,8500,432.9977300029691
85,8600,641.8391478535747
86,8700,475.8500281356671
87,8800,365.88873243008754
88,8900,361.09262852224595
89,9000,321.30493486759
90,9100,364.73102703673896
91,9200,466.39103122510267
92,9300,530.0232319020564
93,9400,416.5289390514566
94,9500,351.38408099256014
95,9600,256.15129153561594
96,9700,408.70349511050875
97,9800,612.42748368212
98,9900,498.4842997627784
99,10000,601.0271409708606
100,10100,549.333288430557
101,10200,442.3746031605879
102,10300,482.7275643856894
103,10400,537.1629064060502
104,10500,543.4148056644789
105,10600,589.530510252825
106,10700,599.8753011103277
107,10800,465.4147201255774
108,10900,514.7630502750544
109,11000,586.698225844331
110,11100,401.42017416171984
111,11200,327.1159270938759
112,11300,332.7680495718901
113,11400,315.2856496002551
114,11500,411.90918398023024
115,11600,498.23535777658407
116,11700,618.1423016724996
117,11800,414.09986000002806
118,11900,430.99746710494037
119,12000,308.71389128020144
120,12100,410.68065980305283
121,12200,581.809281559958
122,12300,581.0643937032339
123,12400,480.8279637709987
124,12500,564.1017715190117
125,12600,637.5919223514355
126,12700,548.1948564534277
127,12800,585.1649948106563
128,12900,605.907346938269
129,13000,544.5158871740274
130,13100,589.8536044039215
131,13200,572.7578105732941
132,13300,512.7934099306685
133,13400,544.0084791025218
134,13500,422.85719563783374
135,13600,354.8748612105581
136,13700,404.3775267409459
137,13800,311.2246055428785
138,13900,407.597884353159
139,14000,546.9309892261173
140,14100,527.4170990364773
141,14200,546.9117074685298
142,14300,369.16184736276665
143,14400,372.40694192406454
144,14500,398.84122908125875
145,14600,553.1543676262313
146,14700,627.4886590646687
147,14800,572.1538513664941
148,14900,532.242818007271
149,15000,785.8071558045013
150,15100,477.7765007782832
151,15200,562.6073263573505
152,15300,560.6905211147094
153,15400,560.5712251090565
154,15500,594.679875994738
155,15600,481.58478250262056
156,15700,565.4721102427736
157,15800,505.13515938581503
158,15900,454.89299349306526
159,16000,363.32468403414674
160,16100,306.38928570625495
161,16200,327.8473612837948
162,16300,417.88083392661827
163,16400,480.91894609064906
164,16500,538.2392295926883
165,16600,452.2357969526344
166,16700,425.24527346274664
167,16800,310.72508760142813
168,16900,412.2755571594854
169,17000,591.9881397055974
170,17100,650.4963471435912
171,17200,735.5531852329286
172,17300,604.4454305430482
173,17400,606.2330515780427
174,17500,537.619296609708
175,17600,506.110810854286
176,17700,502.5236010340891
177,17800,614.0955448870999
178,17900,605.5388470552637
179,18000,498.2318270282792
180,18100,514.0482155966711
181,18200,529.770797424787
182,18300,438.90405461282126
183,18400,383.47004887881144
184,18500,407.78558985214886
185,18600,346.617898347069
186,18700,435.5770446045076
187,18800,556.7245921257908
188,18900,559.9452401239769
189,19000,511.1070731988597
190,19100,408.03181338267706
191,19200,342.9124971587234
192,19300,465.41454933400456
193,19400,671.8947101212303
194,19500,667.5677932522435
195,19600,594.286395242083
196,19700,616.2616240469123
197,19800,497.7989401497306
198,19900,481.63597007589453
199,20000,485.3951526527966
200,20100,534.7671872060567
201,20200,486.83658597180687
202,20300,551.3129467192277
203,20400,471.0903918055973
204,20500,507.1724477392645
205,20600,510.86205522105723
206,20700,525.1950081602296
207,20800,397.5151815040066
208,20900,373.78088996450236
209,21000,333.1488798004733
210,21100,402.04283536655305
211,21200,452.3069539392155
212,21300,471.64156071320775
213,21400,473.99620877616775
214,21500,366.52143687674237
215,21600,298.61461590556985
216,21700,360.28729276899344
217,21800,585.635511086933
218,21900,665.6291741727341
219,22000,521.7795561226628
220,22100,592.6860368732806
221,22200,475.1005304979479
222,22300,418.74264579868435
223,22400,557.007716930929
224,22500,592.601823766782
225,22600,574.7316929173255
226,22700,531.2214547152789
227,22800,516.222340549216
228,22900,495.4275666434584
229,23000,496.7286809809035
230,23100,397.59359300879083
231,23200,308.85071118505306
232,23300,278.9773827068225
233,23400,307.202998278989
234,23500,303.7077582778615
235,23600,423.78308276372957
236,23700,478.46947112340416
237,23800,354.5683157586482
238,23900,289.5660517384055
239,24000,303.7545849912483
240,24100,394.4088326696125
241,24200,598.4494406471968
242,24300,621.1872842376475
243,24400,524.5068039168978
244,24500,416.30522693579155
245,24600,527.6684862080778
246,24700,471.1973662908908
247,24800,464.7538989369242
248,24900,511.20873965411346
249,25000,482.57731829113527
250,25100,463.6430384054237
251,25200,533.6704519983558
252,25300,523.2761288484025
253,25400,592.0855294172832
254,25500,389.9269654993705
255,25600,289.0580770324112
256,25700,311.20624835960336
257,25800,275.0016414126331
258,25900,336.4945581164938
259,26000,425.72442305573236
260,26100,472.8490116217513
261,26200,407.67274930426424
262,26300,384.13588901296606
263,26400,307.93475881815255
264,26500,401.21389999632623
265,26600,609.5094420039924
266,26700,610.0882265614044
267,26800,519.3809297515508
268,26900,384.6965236469648
269,27000,452.24157120561625
270,27100,556.7711396008928
271,27200,583.5656844608538
272,27300,651.9618105783516
273,27400,602.3672089267817
274,27500,566.0610040751715
275,27600,491.03018561233625
276,27700,500.0914956474652
277,27800,447.52171757532506
278,27900,368.4019887170121
279,28000,296.752315283645
280,28100,336.7226400658262
281,28200,283.2953456506254
282,28300,314.60037350308687
283,28400,430.2376447681857
284,28500,465.0689848264558
285,28600,396.420288065125
286,28700,290.77829393178604
287,28800,267.65081547411967
288,28900,414.6639496466974
289,29000,617.9673304890879
290,29100,694.5506350868384
291,29200,577.8145551797345
292,29300,504.064729093476
293,29400,536.8393811140947
294,29500,526.6380318555738
295,29600,502.52758554123767
296,29700,557.599536075443
297,29800,557.9741676026509
298,29900,502.6156258035826
299,30000,559.2710162313714
300,30100,608.3868686763667
301,30200,554.557785317864
302,30300,469.03790367705506
303,30400,362.316205194638
