,step_history,queue_history
271,27200,39
272,27300,41
273,27400,43
274,27500,36
275,27600,28
276,27700,20
277,27800,24
278,27900,19
279,28000,23
280,28100,29
281,28200,35
282,28300,34
283,28400,27
284,28500,24
285,28600,22
286,28700,15
287,28800,16
288,28900,16
289,29000,20
290,29100,20
291,29200,23
292,29300,20
293,29400,20
294,29500,18
295,29600,16
296,29700,23
297,29800,24
298,29900,21
299,30000,17
300,30100,19
301,30200,26
302,30300,21
303,30400,21
304,30500,19
305,30600,20
306,30700,17
307,30800,11
308,30900,12
309,31000,19
310,31100,17
311,31200,19
312,31300,13
313,31400,17
314,31500,14
315,31600,19
316,31700,27
317,31800,35
318,31900,31
319,32000,25
320,32100,22
321,32200,15
322,32300,18
323,32400,27
324,32500,31
325,32600,28
326,32700,23
327,32800,18
328,32900,14
329,33000,14
330,33100,27
331,33200,31
332,33300,39
333,33400,32
334,33500,26
335,33600,23
336,33700,29
337,33800,29
338,33900,26
339,34000,24
340,34100,24
341,34200,22
342,34300,27
343,34400,33
344,34500,36
345,34600,37
346,34700,29
347,34800,25
348,34900,24
349,35000,30
350,35100,30
351,35200,23
352,35300,20
353,35400,23
354,35500,29
355,35600,34
356,35700,27
357,35800,29
358,35900,25
359,36000,30
360,36100,21
361,36200,17
362,36300,21
363,36400,26
364,36500,24
365,36600,23
366,36700,23
367,36800,19
368,36900,22
369,37000,21
370,37100,29
371,37200,23
372,37300,17
373,37400,19
374,37500,23
375,37600,21
376,37700,29
377,37800,28
378,37900,30
379,38000,26
380,38100,14
381,38200,14
382,38300,26
383,38400,32
384,38500,33
385,38600,26
386,38700,28
387,38800,25
388,38900,19
389,39000,18
390,39100,25
391,39200,33
392,39300,32
393,39400,28
394,39500,25
395,39600,22
396,39700,20
397,39800,17
398,39900,25
399,40000,39
