,step_history,emissions_history
0,100,20.104318942727048
1,200,55.18281677877749
2,300,84.78802547361603
3,400,97.14423463713543
4,500,125.82816861123754
5,600,127.62376567337688
6,700,138.73859658445645
7,800,163.2861666286064
8,900,252.05373124681546
9,1000,220.41468628693872
10,1100,301.92533290879504
11,1200,376.01007367091074
12,1300,236.82289609625238
13,1400,199.3046742856734
14,1500,264.3133859413369
15,1600,182.44369708258296
16,1700,194.80501586900098
17,1800,279.8417083218098
18,1900,304.0238382787523
19,2000,424.9683093711483
20,2100,390.70595551023035
21,2200,342.54643007480405
22,2300,374.3602035238766
23,2400,319.7072940733188
24,2500,375.7046298843879
25,2600,323.5634236443163
26,2700,395.35742302248894
27,2800,313.5803998570492
28,2900,345.1371334013992
29,3000,362.9907369180592
30,3100,402.9211663454507
31,3200,478.15490803592144
32,3300,500.7828239083709
33,3400,363.4259942527317
34,3500,497.6440075544037
35,3600,540.3012796960847
36,3700,438.930705634358
37,3800,233.60067011534804
38,3900,279.04206596410603
39,4000,403.59674039612185
40,4100,435.6518562542616
41,4200,411.8840520740811
42,4300,358.79508945575503
43,4400,432.56205443423664
44,4500,500.2597210130747
45,4600,390.64025754479746
46,4700,346.8937467897579
47,4800,179.30747850961956
48,4900,301.32680943842763
49,5000,517.6331674262968
50,5100,441.0758645577685
51,5200,277.322682829881
52,5300,268.9231131161821
53,5400,375.4469917757343
54,5500,455.7130983686831
55,5600,389.5484999185982
56,5700,300.41576282078944
57,5800,282.6652179862398
58,5900,276.69817393604797
59,6000,416.26794015532903
60,6100,332.86330672291956
61,6200,338.4360002420546
62,6300,355.1334728891932
63,6400,267.9122133873792
64,6500,318.0739319071421
65,6600,330.15943755719303
66,6700,369.832725910218
67,6800,361.5162251081664
68,6900,327.5151995849673
69,7000,235.42518791628177
70,7100,257.62852243413596
71,7200,367.61274541733064
72,7300,352.69356439985387
73,7400,327.59602946921376
74,7500,439.4016894116893
75,7600,360.59734163688887
76,7700,310.9248246506298
77,7800,280.92634252620974
78,7900,272.629406590412
79,8000,351.1017128174716
80,8100,283.33140031923136
81,8200,357.9355829070429
82,8300,367.94458858170145
83,8400,334.34349815193235
84,8500,561.1913156509158
85,8600,383.7973476834103
86,8700,352.4746632523978
87,8800,381.8215252862575
88,8900,388.36517478026565
89,9000,423.36818410926617
90,9100,413.8042942208288
91,9200,348.85756159430815
92,9300,416.7505557864442
93,9400,547.4639311674428
94,9500,422.14758792479745
95,9600,310.14064202399766
96,9700,388.26083666958925
97,9800,463.6297187957896
98,9900,481.1588451416817
99,10000,324.45929964061025
100,10100,330.1964877597166
101,10200,382.31149290618237
102,10300,298.40089499962244
103,10400,384.09610090348224
104,10500,415.0671344428799
105,10600,434.75885326875135
106,10700,368.54412238602964
107,10800,478.93789251976136
108,10900,381.0753114130338
109,11000,385.82041685422666
110,11100,469.7124747941406
111,11200,469.63510123230935
112,11300,411.0645525834267
113,11400,301.413192449745
114,11500,316.08466996350364
115,11600,367.4735037774574
116,11700,475.2088833122889
117,11800,402.96196176362326
118,11900,368.291683916233
119,12000,379.48427943583744
120,12100,459.36678076436823
121,12200,447.27809222031414
122,12300,516.0954908595569
123,12400,443.0155032189227
124,12500,363.5884925017967
125,12600,348.4052527784545
126,12700,310.3839296840036
127,12800,380.9497187978946
128,12900,363.4483546978569
129,13000,361.42254408092475
130,13100,529.1185128273623
131,13200,625.133993725997
132,13300,446.37530107734835
133,13400,375.32367470599127
134,13500,418.9563966483229
135,13600,428.2006423949392
136,13700,387.03344148924356
137,13800,413.77214714861924
138,13900,423.9267576775569
139,14000,503.4685360842514
140,14100,686.0084054860973
141,14200,377.6961516683613
142,14300,539.7470860808354
143,14400,530.4600056210188
144,14500,503.66868526228905
145,14600,479.69777712030066
146,14700,381.6907064090306
147,14800,285.4854729097015
148,14900,267.76005551794555
149,15000,356.6310549611658
150,15100,332.0213438495981
151,15200,432.9752689707583
152,15300,609.0401557409375
153,15400,422.3491241039171
154,15500,438.94816023113714
155,15600,474.90699914002477
156,15700,449.73599837854476
157,15800,403.4814910848298
158,15900,293.4749544285182
159,16000,362.6042111727123
160,16100,460.7270247398994
161,16200,427.37217625472937
162,16300,381.0509309522338
163,16400,426.9723751810584
164,16500,409.19150739685085
165,16600,402.10230210195914
166,16700,367.6635341543267
167,16800,354.17656496259355
168,16900,335.4915897688318
169,17000,362.7375999477803
170,17100,344.2963798621621
171,17200,359.6151520471937
172,17300,468.60934554634196
173,17400,382.9427150412746
174,17500,408.3320538122435
175,17600,312.9600141765164
176,17700,371.8726520133807
177,17800,465.22527725763535
178,17900,275.4610186245787
179,18000,318.45607852171315
180,18100,475.66814588936234
181,18200,343.150669177457
182,18300,433.04080969869824
183,18400,433.07680771451066
184,18500,413.8232168190803
185,18600,346.3948683370053
186,18700,380.24039181061164
187,18800,337.37119189116777
188,18900,327.04670538863166
189,19000,373.49092660979693
190,19100,306.90533316500074
191,19200,329.23826837408643
192,19300,392.99045286769876
193,19400,467.4119847470095
194,19500,414.56859538974294
195,19600,368.89184462531375
196,19700,462.8241784245741
197,19800,378.8126766327458
198,19900,315.0032738144245
199,20000,286.2558974204886
200,20100,306.1723829410805
201,20200,440.9859396809341
202,20300,369.1235656419306
203,20400,350.92376225831225
204,20500,403.76317736256567
205,20600,306.59343366592753
206,20700,362.3507232554605
207,20800,336.6860493598795
208,20900,401.2639769387442
209,21000,493.1541914052889
210,21100,382.29033691982215
211,21200,399.4596707379403
212,21300,294.89742177107183
213,21400,333.8405238619273
214,21500,485.9116348876731
215,21600,263.33479211226035
216,21700,313.6379640584475
217,21800,432.2261988748199
218,21900,350.11174996414405
219,22000,385.79902781467626
220,22100,535.0033566858008
221,22200,582.2167586940319
222,22300,520.4965806584713
223,22400,305.8055407278429
224,22500,452.4288793715968
225,22600,490.6502848524373
226,22700,484.2851023426023
227,22800,623.9595020013209
228,22900,474.4022037823323
229,23000,377.10547536821076
