,step_history,waiting_history
0,100,4
1,200,9
2,300,12
3,400,17
4,500,96
5,600,275
6,700,514
7,800,948
8,900,1254
9,1000,1641
10,1100,2203
11,1200,2858
12,1300,3524
13,1400,4027
14,1500,4516
15,1600,5008
16,1700,5268
17,1800,5990
18,1900,6986
19,2000,7996
20,2100,9301
21,2200,10206
22,2300,10933
23,2400,11637
24,2500,12714
25,2600,14167
26,2700,15792
27,2800,16681
28,2900,18032
29,3000,19812
30,3100,21536
31,3200,22540
32,3300,23618
33,3400,24280
34,3500,25272
35,3600,26790
36,3700,28366
37,3800,29677
38,3900,31344
39,4000,32664
40,4100,33515
41,4200,34449
42,4300,35700
43,4400,37024
44,4500,38250
45,4600,39478
46,4700,40978
47,4800,42849
48,4900,43908
49,5000,44727
50,5100,45622
51,5200,46640
52,5300,47931
53,5400,49167
54,5500,50227
55,5600,51145
56,5700,51895
57,5800,52802
58,5900,53891
59,6000,54892
60,6100,56138
61,6200,57592
62,6300,58411
63,6400,59255
64,6500,60310
65,6600,61364
66,6700,62376
67,6800,63036
68,6900,63809
69,7000,64791
70,7100,65621
71,7200,66736
72,7300,68197
73,7400,69743
74,7500,71129
75,7600,72277
76,7700,73463
77,7800,74490
78,7900,75030
79,8000,75880
80,8100,76678
81,8200,77547
82,8300,78983
83,8400,80312
84,8500,81487
85,8600,82879
86,8700,84114
87,8800,84936
88,8900,86166
89,9000,87575
90,9100,89000
91,9200,89721
92,9300,90480
93,9400,91286
94,9500,92186
95,9600,93029
96,9700,93818
97,9800,94561
98,9900,95515
99,10000,96990
100,10100,98607
101,10200,99983
102,10300,101591
103,10400,102789
104,10500,103566
105,10600,104374
106,10700,105355
107,10800,106516
108,10900,107767
109,11000,109066
110,11100,110998
111,11200,113258
112,11300,114553
113,11400,115993
114,11500,117485
115,11600,118654
116,11700,120000
117,11800,121907
118,11900,123428
119,12000,124111
120,12100,125018
121,12200,125902
122,12300,126708
123,12400,127888
124,12500,128940
125,12600,130183
126,12700,131408
127,12800,132173
128,12900,133521
129,13000,134933
130,13100,136024
131,13200,137428
132,13300,139726
133,13400,142024
134,13500,142938
135,13600,144326
136,13700,146326
137,13800,148483
138,13900,150263
139,14000,151447
140,14100,152837
141,14200,153825
142,14300,154677
143,14400,155979
144,14500,157212
145,14600,158450
146,14700,159518
147,14800,160984
148,14900,162604
149,15000,164458
150,15100,166754
151,15200,169377
152,15300,172250
153,15400,173953
154,15500,175809
155,15600,177746
156,15700,178981
157,15800,180049
158,15900,181513
159,16000,182673
160,16100,183533
161,16200,184398
162,16300,185560
163,16400,187082
164,16500,188767
165,16600,190657
166,16700,192694
167,16800,194837
168,16900,196484
169,17000,197960
170,17100,199716
171,17200,201668
172,17300,204007
173,17400,205670
174,17500,206963
175,17600,208104
176,17700,209492
177,17800,211143
178,17900,213051
179,18000,214952
180,18100,216823
181,18200,218979
182,18300,221018
183,18400,222718
184,18500,224104
185,18600,225388
186,18700,226835
187,18800,228147
188,18900,229734
189,19000,231370
190,19100,232845
191,19200,233901
192,19300,235205
193,19400,236294
194,19500,237647
195,19600,238814
196,19700,240056
197,19800,241776
198,19900,243054
199,20000,244529
200,20100,245948
201,20200,246388
202,20300,247247
203,20400,248147
204,20500,248977
205,20600,250116
206,20700,251554
207,20800,252947
208,20900,253998
209,21000,255068
210,21100,256038
211,21200,256934
212,21300,257770
213,21400,258867
214,21500,259813
215,21600,260705
216,21700,262135
217,21800,263601
218,21900,265310
219,22000,266325
220,22100,267720
221,22200,269007
222,22300,270103
223,22400,271431
224,22500,272563
225,22600,273220
226,22700,274171
227,22800,275408
228,22900,276397
229,23000,277347
230,23100,278576
231,23200,279709
232,23300,281219
233,23400,282856
234,23500,284401
235,23600,286289
236,23700,287667
237,23800,288710
238,23900,289896
239,24000,290783
240,24100,291874
241,24200,293380
242,24300,294645
243,24400,295949
244,24500,297854
245,24600,298563
246,24700,299256
247,24800,300295
248,24900,301721
249,25000,302917
250,25100,303953
251,25200,304756
252,25300,305892
253,25400,306596
254,25500,307233
255,25600,308281
256,25700,309273
257,25800,310585
258,25900,312138
259,26000,313370
260,26100,314475
261,26200,315631
262,26300,317314
263,26400,318861
264,26500,320059
265,26600,321287
266,26700,322648
267,26800,324157
268,26900,325348
269,27000,326536
270,27100,327835
271,27200,328850
272,27300,329711
273,27400,331068
274,27500,331958
275,27600,332942
276,27700,334264
277,27800,335489
278,27900,336575
279,28000,337868
280,28100,339714
281,28200,341545
282,28300,343114
283,28400,344475
284,28500,345604
285,28600,346697
286,28700,347431
287,28800,347937
288,28900,348426
289,29000,348761
290,29100,349658
291,29200,350767
292,29300,351672
293,29400,353142
294,29500,354745
295,29600,356326
296,29700,357731
297,29800,359088
298,29900,360510
299,30000,361702
300,30100,362903
301,30200,364261
302,30300,365869
303,30400,367487
304,30500,369220
305,30600,371232
306,30700,373265
307,30800,375091
308,30900,376519
309,31000,377622
310,31100,379053
311,31200,381032
312,31300,383381
313,31400,384911
314,31500,386532
315,31600,388713
316,31700,390801
317,31800,392064
318,31900,393553
319,32000,395233
320,32100,397019
321,32200,398556
322,32300,399951
