,step_history,queue_history
271,27200,42
272,27300,40
273,27400,40
274,27500,41
275,27600,39
276,27700,39
277,27800,39
278,27900,43
279,28000,43
280,28100,46
281,28200,51
282,28300,46
283,28400,48
284,28500,43
285,28600,40
286,28700,43
287,28800,47
288,28900,38
289,29000,38
290,29100,31
291,29200,36
292,29300,36
293,29400,39
294,29500,40
295,29600,41
296,29700,45
297,29800,45
298,29900,52
299,30000,43
300,30100,42
301,30200,45
302,30300,49
303,30400,54
304,30500,55
305,30600,57
306,30700,55
307,30800,53
308,30900,46
309,31000,46
310,31100,48
311,31200,52
312,31300,48
313,31400,46
314,31500,40
315,31600,39
316,31700,43
317,31800,46
318,31900,42
319,32000,46
320,32100,48
321,32200,45
322,32300,45
323,32400,44
324,32500,43
325,32600,43
326,32700,43
327,32800,47
328,32900,50
329,33000,51
330,33100,50
331,33200,52
332,33300,48
333,33400,46
334,33500,48
335,33600,49
336,33700,40
337,33800,37
338,33900,31
339,34000,33
340,34100,38
341,34200,42
342,34300,48
343,34400,48
344,34500,42
345,34600,43
346,34700,44
347,34800,47
348,34900,45
349,35000,38
350,35100,43
351,35200,46
352,35300,49
353,35400,50
354,35500,47
355,35600,44
356,35700,40
357,35800,42
358,35900,42
359,36000,44
360,36100,36
361,36200,33
362,36300,23
363,36400,31
364,36500,33
365,36600,37
366,36700,39
367,36800,44
368,36900,44
369,37000,42
370,37100,43
371,37200,45
372,37300,44
373,37400,40
374,37500,46
375,37600,47
376,37700,52
377,37800,53
378,37900,51
379,38000,49
380,38100,44
381,38200,44
382,38300,46
383,38400,48
384,38500,40
385,38600,37
386,38700,30
387,38800,35
388,38900,38
389,39000,43
390,39100,47
391,39200,54
392,39300,54
393,39400,53
394,39500,56
395,39600,54
396,39700,58
397,39800,56
398,39900,54
399,40000,58
