,step_history,queue_history
271,27200,29
272,27300,28
273,27400,28
274,27500,24
275,27600,26
276,27700,29
277,27800,33
278,27900,27
279,28000,31
280,28100,34
281,28200,37
282,28300,37
283,28400,36
284,28500,25
285,28600,28
286,28700,23
287,28800,15
288,28900,14
289,29000,20
290,29100,31
291,29200,36
292,29300,32
293,29400,31
294,29500,33
295,29600,40
296,29700,45
297,29800,48
298,29900,49
299,30000,36
300,30100,27
301,30200,26
302,30300,34
303,30400,39
304,30500,46
305,30600,48
306,30700,41
307,30800,43
308,30900,42
309,31000,35
310,31100,38
311,31200,44
312,31300,46
313,31400,50
314,31500,48
315,31600,47
316,31700,50
317,31800,37
318,31900,33
319,32000,37
320,32100,45
321,32200,50
322,32300,44
323,32400,41
324,32500,38
325,32600,36
326,32700,31
327,32800,31
328,32900,35
329,33000,32
330,33100,35
331,33200,33
332,33300,31
333,33400,27
334,33500,28
335,33600,28
336,33700,28
337,33800,36
338,33900,38
339,34000,35
340,34100,41
341,34200,42
342,34300,36
343,34400,28
344,34500,35
345,34600,32
346,34700,29
347,34800,26
348,34900,27
349,35000,32
350,35100,38
351,35200,37
352,35300,34
353,35400,35
354,35500,40
355,35600,36
356,35700,35
357,35800,27
358,35900,18
359,36000,17
360,36100,23
361,36200,29
362,36300,32
363,36400,36
364,36500,42
365,36600,40
366,36700,33
367,36800,33
368,36900,35
369,37000,36
370,37100,27
371,37200,20
372,37300,22
373,37400,28
374,37500,21
375,37600,22
376,37700,26
377,37800,33
378,37900,34
379,38000,33
380,38100,31
381,38200,33
382,38300,37
383,38400,39
384,38500,32
385,38600,24
386,38700,20
387,38800,25
388,38900,24
389,39000,35
390,39100,42
391,39200,42
392,39300,46
393,39400,39
394,39500,46
395,39600,49
396,39700,50
397,39800,48
398,39900,42
399,40000,37
