,step_history,waiting_history
322,32300,327384
323,32400,328483
324,32500,330000
325,32600,331386
326,32700,332358
327,32800,333575
328,32900,334468
329,33000,335349
330,33100,336430
331,33200,337285
332,33300,338254
333,33400,339308
334,33500,340199
335,33600,341191
336,33700,342093
337,33800,343197
338,33900,344308
339,34000,345320
340,34100,346614
341,34200,347663
342,34300,348697
343,34400,350138
344,34500,351661
345,34600,352761
346,34700,353859
347,34800,355045
348,34900,355998
349,35000,356864
350,35100,358009
351,35200,358974
352,35300,360357
353,35400,361712
354,35500,362830
355,35600,363536
356,35700,364456
357,35800,365729
358,35900,367221
359,36000,368640
360,36100,369722
361,36200,371083
362,36300,372642
363,36400,373397
364,36500,373904
365,36600,374689
366,36700,375664
367,36800,377111
368,36900,378276
369,37000,379642
370,37100,381090
371,37200,382225
372,37300,383641
373,37400,384731
374,37500,385288
375,37600,386301
376,37700,387365
377,37800,388562
378,37900,389546
379,38000,391155
380,38100,392747
381,38200,394009
382,38300,394951
383,38400,395842
384,38500,396453
385,38600,396852
386,38700,397606
387,38800,398383
388,38900,399282
389,39000,400446
390,39100,401604
391,39200,402940
392,39300,404155
393,39400,405154
394,39500,406847
395,39600,409228
396,39700,410614
397,39800,412310
398,39900,413910
399,40000,415169
