,step_history,queue_history
271,27200,24
272,27300,24
273,27400,22
274,27500,25
275,27600,25
276,27700,24
277,27800,20
278,27900,20
279,28000,23
280,28100,24
281,28200,27
282,28300,25
283,28400,27
284,28500,27
285,28600,29
286,28700,32
287,28800,35
288,28900,23
289,29000,14
290,29100,6
291,29200,13
292,29300,17
293,29400,20
294,29500,18
295,29600,24
296,29700,22
297,29800,21
298,29900,23
299,30000,25
300,30100,26
301,30200,29
302,30300,33
303,30400,34
304,30500,36
305,30600,34
306,30700,28
307,30800,29
308,30900,26
309,31000,32
310,31100,34
311,31200,38
312,31300,30
313,31400,20
314,31500,12
315,31600,21
316,31700,26
317,31800,25
318,31900,25
319,32000,28
320,32100,30
321,32200,28
322,32300,27
323,32400,28
324,32500,26
325,32600,29
326,32700,30
327,32800,34
328,32900,36
329,33000,38
330,33100,33
331,33200,28
332,33300,27
333,33400,33
334,33500,35
335,33600,37
336,33700,25
337,33800,16
338,33900,13
339,34000,22
340,34100,18
341,34200,20
342,34300,18
343,34400,22
344,34500,25
345,34600,24
346,34700,21
347,34800,21
348,34900,20
349,35000,26
350,35100,28
351,35200,34
352,35300,35
353,35400,37
354,35500,37
355,35600,32
356,35700,30
357,35800,30
358,35900,34
359,36000,41
360,36100,33
361,36200,27
362,36300,21
363,36400,21
364,36500,19
365,36600,22
366,36700,23
367,36800,25
368,36900,23
369,37000,22
370,37100,26
371,37200,27
372,37300,22
373,37400,23
374,37500,27
375,37600,30
376,37700,32
377,37800,31
378,37900,30
379,38000,31
380,38100,29
381,38200,32
382,38300,30
383,38400,32
384,38500,25
385,38600,18
386,38700,14
387,38800,22
388,38900,23
389,39000,21
390,39100,22
391,39200,30
392,39300,30
393,39400,26
394,39500,25
395,39600,27
396,39700,25
397,39800,23
398,39900,29
399,40000,29
