,step_history,emissions_history
0,100,20.717413555950632
1,200,62.76016441350161
2,300,103.84430220093493
3,400,100.68535046068641
4,500,139.3096183227157
5,600,139.02902399334303
6,700,164.78614793317377
7,800,241.76744396714645
8,900,291.5107788992318
9,1000,270.6393272895203
10,1100,176.70118936757692
11,1200,204.3853082075161
12,1300,281.56720542093154
13,1400,284.6323458822774
14,1500,363.74154816314166
15,1600,314.65284499327277
16,1700,385.7370953795465
17,1800,419.31927590745556
18,1900,405.6061637823012
19,2000,411.7016101007238
20,2100,401.17385476757227
21,2200,451.73597334112407
22,2300,502.54027306860894
23,2400,345.61852174907807
24,2500,377.7896988622733
25,2600,383.0448315421528
26,2700,389.6961460520494
27,2800,456.9236832837699
28,2900,401.72237407942066
29,3000,483.7476409732175
30,3100,537.2243298378042
31,3200,395.13293439608714
32,3300,344.40425060973956
33,3400,447.3767646979488
34,3500,554.4504602235984
35,3600,441.5519654207086
36,3700,393.5414308872719
37,3800,399.7888428231679
38,3900,434.58034320143463
39,4000,403.4068953680024
40,4100,449.22703920212257
41,4200,441.25202564052364
42,4300,380.02703542497125
43,4400,334.97819979877175
44,4500,325.89023827686725
45,4600,369.0042198104728
46,4700,538.0947742626884
47,4800,617.2735068531106
48,4900,385.9222988315168
49,5000,459.09947010511803
50,5100,393.8853636539772
51,5200,319.4085211211739
52,5300,326.1836226825844
53,5400,437.12787103873166
54,5500,564.4671475235075
55,5600,534.2087744318907
56,5700,460.2172049791537
57,5800,393.9980358982391
58,5900,244.97318348376967
59,6000,341.1485424175606
60,6100,396.1372063461948
61,6200,525.6570502607392
62,6300,586.6489218400314
63,6400,471.4257067580172
64,6500,491.5892012459373
65,6600,332.19676152457566
66,6700,295.02141839769456
67,6800,413.9039052174247
68,6900,363.0734405743074
69,7000,547.8273870941629
70,7100,564.22734177742
71,7200,481.25267237197687
72,7300,436.03621045045276
73,7400,309.99896031539686
74,7500,323.565010150158
75,7600,404.8109299485659
76,7700,352.6005051047304
77,7800,443.06525602780823
78,7900,427.211754884745
79,8000,406.775504283361
80,8100,400.4475006410965
81,8200,513.5236882254171
82,8300,339.2389015232325
83,8400,366.40505379421353
84,8500,454.1205270450907
85,8600,384.3150428933195
86,8700,522.3544921417651
87,8800,381.35134804618815
88,8900,506.8080596475091
89,9000,496.4185593862564
90,9100,526.6941971173723
91,9200,428.2398780609744
92,9300,409.29504442524365
93,9400,545.999318794454
94,9500,408.50357937878186
95,9600,338.33466957274464
96,9700,525.1637859224195
97,9800,481.67866849953987
98,9900,464.1565267685235
99,10000,469.0314845391701
100,10100,544.9520461898205
101,10200,393.87082900804944
102,10300,353.7725397628214
103,10400,395.7287083144637
104,10500,383.5647204482091
105,10600,371.9106626466174
106,10700,410.1197234423868
107,10800,411.9896540303205
108,10900,598.4020995736169
109,11000,520.586954798571
110,11100,417.1163515824403
111,11200,401.04260986284595
112,11300,403.42383375738575
113,11400,443.03503500605996
114,11500,478.2634262777134
115,11600,400.55107678435076
116,11700,532.5223331871674
117,11800,666.8852288335795
118,11900,384.1458952694352
119,12000,354.8021505052737
120,12100,482.709037740936
121,12200,444.8641863936643
122,12300,439.8767347561341
123,12400,491.3842255715142
124,12500,519.107661904943
125,12600,459.99620456935315
126,12700,438.3594695432958
127,12800,450.31050806307223
128,12900,518.8557905282673
129,13000,614.2670459254092
130,13100,504.0219923409198
131,13200,463.1509781100371
132,13300,361.79096156497036
133,13400,438.8389704394859
134,13500,422.40664292841024
135,13600,317.2028914246832
136,13700,446.49028828261345
137,13800,531.6278622627259
138,13900,674.0634162845822
139,14000,448.2689547163528
140,14100,370.49128902962127
141,14200,583.2338089374235
142,14300,462.23544669642615
143,14400,485.77034935835286
144,14500,627.0041602532189
145,14600,443.14487037878274
146,14700,398.9786604250367
147,14800,516.861834741791
148,14900,483.8991099766845
149,15000,417.27731951055375
150,15100,421.7136558985955
151,15200,456.5493701501088
152,15300,488.67907802765694
153,15400,340.8268125854646
154,15500,453.97573333287124
155,15600,608.4536912014488
156,15700,499.4522690308713
157,15800,426.4130464162698
158,15900,444.1138213783991
159,16000,324.94738016728815
160,16100,290.536374419609
161,16200,368.5994042055875
162,16300,497.301620007753
163,16400,621.5483088246082
164,16500,425.54622216558755
165,16600,527.5067549822543
166,16700,491.62727521460914
167,16800,460.43654594216264
168,16900,432.31322806796567
169,17000,473.51730192089155
170,17100,474.1570013570834
171,17200,587.8010181827232
172,17300,616.1650290732662
173,17400,516.6360012594421
174,17500,458.45838393372276
175,17600,510.2114408320949
176,17700,465.59519675712113
177,17800,471.308052093645
178,17900,487.16594861306436
179,18000,707.4911462635184
180,18100,576.3720450728941
181,18200,400.53648044373983
182,18300,346.7093906541043
183,18400,411.06488431920957
184,18500,526.9928494098742
185,18600,493.0648742727567
186,18700,500.6108489252309
187,18800,516.0223442081756
188,18900,408.6640274619533
189,19000,522.5427065414182
190,19100,431.2734529266118
191,19200,361.2873893157917
192,19300,508.2139836521411
193,19400,636.7976851947392
194,19500,370.049567335122
195,19600,462.7183891345522
196,19700,493.1680925797184
197,19800,460.0771114752823
198,19900,372.0238246042647
199,20000,393.5574764340269
200,20100,372.2903016737081
201,20200,459.8068336999645
202,20300,427.011982868412
203,20400,379.51525772830666
204,20500,428.387712302003
205,20600,366.36770571019065
206,20700,385.0525547862267
207,20800,454.28092948850957
208,20900,493.133740562807
209,21000,478.3323843681013
210,21100,280.56650949776224
211,21200,371.78842271277506
212,21300,507.417803391262
213,21400,474.6695082809186
214,21500,559.2090286104902
215,21600,479.1735862234593
216,21700,321.48509273314426
217,21800,421.05773438954134
218,21900,416.0412716074369
219,22000,348.03798861571505
220,22100,366.98490437260256
221,22200,400.7349901535264
222,22300,565.5715413026217
223,22400,626.2084440645298
224,22500,461.2469920987445
225,22600,422.1668452598362
226,22700,468.20253441683104
227,22800,271.32717350305785
228,22900,280.71986285919644
229,23000,367.23120756426295
230,23100,578.5102230998139
231,23200,476.65402916097247
232,23300,508.5420669405995
233,23400,447.07864203862914
234,23500,445.91250089328105
235,23600,353.5549365849082
236,23700,414.41581454080494
237,23800,340.5274665478179
238,23900,339.59903256407796
239,24000,359.42467546536403
240,24100,502.1499596927784
241,24200,613.191513719845
242,24300,477.32349314401813
243,24400,351.619524724632
244,24500,527.4702012027359
245,24600,406.7697080284188
246,24700,328.5157769588483
247,24800,407.9820864467246
248,24900,405.8310756619263
249,25000,513.3862959893678
250,25100,701.1248244601858
251,25200,425.7516280454388
252,25300,418.37253338612953
253,25400,322.8068404233162
254,25500,338.34931581933523
255,25600,436.69998293326483
256,25700,452.652949918835
257,25800,368.450785779945
258,25900,617.1816198469668
259,26000,557.587862149508
260,26100,487.32908734763527
261,26200,355.6076747701465
262,26300,424.29938950102206
263,26400,384.69652411971657
264,26500,362.63660883952593
265,26600,393.0415384884313
266,26700,469.3426971867948
267,26800,399.5208762268445
268,26900,407.32257480285915
269,27000,386.4048972673115
270,27100,454.4441672890626
271,27200,419.1897695242432
272,27300,525.1900903543966
273,27400,438.5385981190886
274,27500,453.3837024824083
275,27600,325.17333381630493
276,27700,359.6047345463788
277,27800,370.5965569998832
278,27900,442.765442289979
279,28000,463.3706150816427
280,28100,571.0802543216079
281,28200,570.4874645204552
282,28300,316.1902422556319
283,28400,343.75068726781717
284,28500,344.0322950649527
285,28600,388.95875163728647
286,28700,431.9262279018778
287,28800,549.2143138655189
288,28900,857.5766617940686
289,29000,466.90395382548667
290,29100,393.325467661583
291,29200,437.193830962171
292,29300,461.204520197401
293,29400,336.6404505186117
294,29500,404.4592529268804
295,29600,539.5395643565369
296,29700,558.8765478063056
297,29800,522.2743540859308
298,29900,437.6298756484001
299,30000,445.5774035155532
300,30100,438.7975668422889
301,30200,365.54425757971626
302,30300,456.3083564770107
303,30400,589.6422615047198
